86.198.370/0001-09,PRITCHETT INC.,0.2,94553-932,5601,,13979146633
81.576.141/0001-59,HOOD LTDA.,7.4,81417-973,4033,Sitio Hanes,82581759395
58.829.357/0001-67,FRAZIER LTDA.,9.9,94748-966,0,Praça Hayes,4944894966
20.506.008/0001-31,DELISLE SA.,7.8,22622-968,8264,Rodovia Broussard,76807288029
13.089.863/0001-29,,1.0,96360-773,5788,Parque Pitts,36784981165
29.682.478/0001-20,MCNAMARA INC.,5.7,24145-261,4276,Sitio Rodriguez,34713808532
08.855.839/0001-13,BRANCO LTDA.,3.2,65034-851,9171,,53420678727
52.259.324/0001-42,BRADLEY SA.,3.5,32463-401,7836,Condomínio Howell,58291896164
04.075.590/0001-72,,2.5,72144-278,4911,Avenida Trevino,26105912760
17.261.287/0001-06,CROOK LTDA.,6.4,54892-886,2242,Avenida Timmons,2159965265
67.909.363/0001-15,SIMMS ME.,3.6,73106-575,4028,Sitio Pfeiffer,3899109141
58.801.842/0001-22,EZZELLE SA.,8.5,21082-481,1299,Sitio Cleary,95406308349
56.366.733/0001-07,WALKER INC.,6.3,72783-292,6229,Sitio Palmer,92165926257
02.355.542/0001-02,LEYENDECKER ME.,3.8,50917-140,3183,Vila Silva,9876785560
69.253.211/0001-32,CLARK LTDA.,4.8,29029-133,6435,Rua Wyatt,49930808396
90.055.090/0001-00,,0.0,38633-893,3996,Vila Alger,96656009879
59.880.077/0001-46,LAUDE ME.,9.8,72844-305,6243,Praça Kurtz,10585857583
81.949.588/0001-26,LEWIS INC.,4.4,46740-977,4930,Vila Wilson,24482701581
17.012.163/0001-97,SMITH INC.,9.4,76069-207,5754,Avenida Nailor,28221041192
42.139.216/0001-82,CASTLEBERRY SA.,5.3,90089-946,3271,Condomínio Adkins,67551623732
84.255.617/0001-48,CALDWELL INC.,1.5,41945-204,8111,Rua Conway,72152187233
22.350.389/0001-38,PATILLO ME.,3.7,85366-973,5569,Avenida Baima,38868028304
96.972.754/0001-82,SIZEMORE SA.,8.7,93746-476,724,Vila Rodriguez,66382058309
02.239.325/0001-57,JACKSON SA.,0.0,46579-822,695,Rua Kilgore,35799806722
03.421.527/0001-88,BARILE SA.,4.5,,9450,Vila Hottle,61449724455
33.553.193/0001-67,DOI ME.,5.1,52854-608,2595,Praça Camacho,71625189117
98.671.378/0001-11,MACLEOD ME.,2.6,,9303,Avenida Clark,61726647636
98.098.748/0001-73,BROUGHTON SA.,3.0,91137-630,3373,Rua Temple,13151332135
15.484.195/0001-60,CLINE ME.,7.4,18531-858,2580,Parque Harris,33228586214
74.323.993/0001-79,TAPPER SA.,5.9,41701-213,7565,Sitio Franklin,53272503921
45.376.823/0001-54,LEE ME.,6.2,45810-455,6369,Sitio Simpson,23877227506
35.340.171/0001-44,HOLLARS LTDA.,1.6,12310-531,9367,Vila Grayson,95830253083
31.283.245/0001-05,RIDDLE ME.,9.9,51036-277,5125,Avenida Alexander,55595356166
34.733.836/0001-17,,5.0,88725-130,1922,Praça Lawson,21740288348
49.625.296/0001-25,SANCHEZ SA.,9.2,59914-874,1619,Praça Jeffery,41321408152
95.918.248/0001-42,CAMPBELL SA.,4.0,64506-132,3832,Condomínio Dineen,83123654601
03.193.690/0001-30,EDWARDS ME.,2.2,23050-326,1249,Parque Kerley,95105768441
54.084.622/0001-74,BRYANT LTDA.,8.7,90035-918,6716,Rua Butler,
25.341.456/0001-46,RHEM ME.,3.5,85024-523,4614,Sitio Lane,93779582275
19.956.407/0001-15,WATSON LTDA.,6.0,30239-963,0,Parque Madan,3165273469
73.512.138/0001-43,LOPEZ ME.,2.4,25861-432,5056,Rua Taylor,62740073147
46.591.196/0001-37,WILNER ME.,1.7,12436-420,421,Parque Donahue,45277648826
17.116.343/0001-19,,5.6,87486-176,4595,Rua Conley,21580841183
03.562.401/0001-23,YOUNT SA.,9.4,15471-183,9240,Vila Richardson,52521221913
58.484.346/0001-92,HENKHAUS SA.,2.8,32668-383,5189,Avenida Perryman,25957482955
34.555.291/0001-04,HUGHES ME.,9.1,42244-912,8783,Praça Millwee,13595239183
74.266.701/0001-03,WAGONER SA.,3.6,14075-127,7620,Praça Donovan,16834416585
87.357.933/0001-19,HUSTON INC.,0.8,31726-790,2037,Avenida Ferullo,30569685646
67.815.250/0001-50,,1.5,75482-562,7323,Avenida Johnson,5127071179
34.651.416/0001-91,LOPEZ SA.,9.7,80151-322,3615,Rua Pitpitan,88628494314
01.207.807/0001-62,WILCOX SA.,0.0,46909-716,4025,Vila Rondon,95950056802
78.689.102/0001-53,KATZ INC.,8.4,91252-811,4337,Rodovia Washington,45871345085
74.319.551/0001-59,UPSHUR INC.,3.3,79163-149,4481,Sitio Beard,36162433685
41.200.203/0001-09,GOMEZ INC.,8.6,95276-948,4390,Condomínio Timmons,34540291573
37.835.869/0001-66,LAVALLE INC.,0.5,83607-118,1081,Praça Williams,29827271305
99.156.516/0001-97,SAUNDERS ME.,9.3,50059-538,4663,Rua Foret,57798082285
92.827.772/0001-10,FIELDS LTDA.,0.8,38441-710,8806,Vila Silva,65638055233
08.316.662/0001-87,CASTELLANO INC.,2.7,17084-863,4633,Avenida Harmon,56743048360
59.484.079/0001-16,CAMPBELL SA.,1.6,91518-724,308,Praça Dowty,61213975796
45.060.343/0001-80,AGUIRRE SA.,6.2,50390-949,4580,Rua Seymour,25822727737
22.805.185/0001-44,BURNETT INC.,8.1,22942-984,8872,Rua Spinner,56464058037
32.524.542/0001-50,DAVIS ME.,7.8,59763-587,1934,Rodovia Murphy,17767061402
18.478.244/0001-40,LOGAN SA.,2.9,76906-427,3986,Rodovia Carey,9514317003
06.906.873/0001-44,MCCLURE SA.,8.5,18305-707,1911,Sitio Mcelhenney,38345135374
51.394.332/0001-39,ALBINO SA.,3.1,62896-856,2948,Rodovia Macdonald,8474762878
51.783.055/0001-56,LOEFFLER SA.,8.9,31857-328,8512,Parque Tarver,41629303699
16.469.436/0001-64,LITTLE LTDA.,0.2,45834-432,2695,Avenida Postma,62374987683
69.754.355/0001-72,BAKER SA.,0.0,83496-715,7870,Parque Sousa,98629978638
10.667.724/0001-47,SALAZAR LTDA.,2.8,99357-136,365,Rodovia Hicks,42579751290
56.729.591/0001-97,WOOD INC.,3.9,85820-434,381,Rua Ferguson,98418478238
53.908.998/0001-93,BALDWIN SA.,4.8,79786-976,3452,Vila Harville,54386642153
94.359.388/0001-65,RYAN INC.,9.3,56681-302,8495,Parque Seitz,50296507742
62.636.122/0001-26,BETANCOURT ME.,0.8,52666-570,731,Rodovia Romie,12641029715
21.890.020/0001-55,VANWORMER LTDA.,6.4,65810-819,9822,Praça Williams,43413334727
82.806.895/0001-10,RONIN SA.,8.0,,782,Rua Morrison,23608856373
49.556.541/0001-90,SMITH INC.,7.3,22594-909,3186,Vila Rogers,45489556251
12.406.005/0001-06,JENKINS ME.,3.4,34763-627,7656,Vila Alger,
55.209.329/0001-59,ALVINE LTDA.,3.2,75075-535,5822,Condomínio Isaacs,1590306925
18.108.048/0001-83,EVANS INC.,6.4,55298-502,9637,Rua Dobson,52233737582
00.582.055/0001-57,CROWLEY INC.,0.0,89951-262,9266,Condomínio Gutierrez,26312123367
25.806.493/0001-82,,0.5,31644-704,5092,Rodovia Figueredo,43782138686
01.644.850/0001-95,ALEXANDER SA.,5.2,46619-250,8275,Sitio Saari,41779796395
44.906.746/0001-34,FALGOUT INC.,0.8,31708-264,3760,Vila Hansen,43782765539
03.485.484/0001-02,QUON LTDA.,1.5,,7776,Parque Tucker,90401369302
12.890.165/0001-65,,2.5,28522-885,0,Vila Stulce,95253094767
65.755.363/0001-82,SUAREZ ME.,9.4,60169-882,4635,Condomínio Tighe,39271227352
59.642.629/0001-88,CHADWICK ME.,8.4,26121-283,9093,Vila Henderson,59630191053
19.801.033/0001-69,COLEMAN ME.,8.6,78550-620,2289,Parque Huber,33575662461
35.382.416/0001-04,MANKEY INC.,6.5,99836-493,5058,Vila Thomas,87620999497
20.771.943/0001-25,MOATES INC.,10.0,30303-771,6114,Rua Taylor,90515334878
99.797.156/0001-02,STEWART ME.,0.0,65147-844,3261,Vila Brennan,27150444402
03.057.236/0001-52,BAKER SA.,3.1,15584-160,1207,Avenida Crane,35734982140
23.771.969/0001-61,MCROY INC.,4.2,43858-621,7503,Parque Quintana,28302879994
43.206.159/0001-70,FILLER SA.,9.1,75990-734,3421,Avenida Fundora,86545282947
40.233.463/0001-18,SPILLANE INC.,5.5,69471-331,9561,Condomínio Crockett,1010854465
48.104.507/0001-11,PARROTT SA.,1.8,35267-560,4548,Avenida Cuellar,88313837133
42.090.667/0001-72,SMITH LTDA.,2.7,49904-643,1692,Rodovia Stillman,6680069364
62.433.453/0001-69,APPLEGATE ME.,8.1,69183-640,6239,Condomínio Deltoro,45124092129
81.308.861/0001-33,HENDERSON SA.,4.8,72311-257,1316,Avenida Corathers,98128896782
12.688.504/0001-25,GREEN LTDA.,9.2,27374-332,4943,,82641953397
91.971.917/0001-99,ARRINGTON LTDA.,3.3,79160-565,1161,Rodovia Lynch,89638919587
82.301.414/0001-15,THOMAS LTDA.,6.1,73667-899,2584,Sitio Momphard,37696973562
28.835.522/0001-22,CARRADINE ME.,5.0,87243-919,2632,Condomínio Gonzalez,56622696645
86.834.489/0001-12,LAWRENCE INC.,4.7,63095-250,7074,,78875495632
11.166.153/0001-20,COLOMBO INC.,3.1,26761-924,681,Parque Fisher,6363904738
17.840.565/0001-80,CHRISTENSEN LTDA.,5.6,90376-551,6403,Rodovia Lahip,62840152032
81.130.666/0001-66,KOVACS ME.,3.1,33909-326,9356,Condomínio Lindsay,5050751285
84.459.882/0001-48,POINDEXTER INC.,8.8,78458-397,8959,Sitio Johnson,33430142016
62.440.410/0001-00,SIMPSON LTDA.,7.6,14211-246,5107,Avenida Keaney,28148654869
77.335.700/0001-61,WONG INC.,5.7,32154-836,3273,Sitio Blackwell,93321618889
36.527.057/0001-90,HAFER ME.,0.0,27389-326,3927,Rodovia Walters,2783549266
11.654.251/0001-06,PEAKE INC.,5.7,39009-328,5348,Sitio Reeves,27366483536
76.865.813/0001-06,DINSMORE ME.,1.0,,4590,Rua Elrick,41780201893
52.094.386/0001-41,LEJEUNE LTDA.,9.4,37246-784,5817,Rua Davis,95342017106
67.710.798/0001-36,JARRELL LTDA.,7.4,24897-750,2606,Parque Moss,24257047740
47.427.202/0001-88,FENWICK LTDA.,4.2,96288-785,276,Rodovia Precourt,81224799666
35.707.658/0001-12,DAVIS LTDA.,7.9,47757-880,8458,Avenida Tunson,35392463715
22.816.913/0001-13,FRANCESCONE SA.,8.6,70398-414,9511,Avenida Burke,87274388840
48.278.508/0001-82,FARMER LTDA.,1.4,66291-429,6191,Vila Hewitt,80656222188
33.661.754/0001-41,TALBERT LTDA.,3.2,64507-279,5898,Condomínio Powell,76744986878
33.305.394/0001-45,LABELLE INC.,1.2,79668-895,7797,,67634912626
01.404.671/0001-80,WOODS SA.,0.2,54616-779,9476,Condomínio Polk,53571327187
16.184.281/0001-10,MATTHEWS INC.,5.0,73953-102,2770,,47642546218
19.141.369/0001-42,CLARK SA.,5.5,72299-876,8993,Avenida Walker,25825803074
53.987.584/0001-05,PEARMAN ME.,8.3,14717-638,5569,Rodovia Jones,40350575950
55.920.238/0001-27,KATOWICZ INC.,4.9,,3376,Rodovia Sluder,36609164508
73.742.129/0001-49,KEELEY ME.,1.5,55862-603,8186,Rua Demeter,12782215501
79.107.203/0001-31,HARVEY LTDA.,9.8,75319-912,1080,Rodovia Barreto,43498098401
20.753.914/0001-30,SANDAU SA.,5.6,37308-542,596,Praça Onell,35922662050
07.063.847/0001-64,WOODS SA.,4.8,36982-973,2011,Avenida Allen,20756927591
97.291.428/0001-72,COKELY LTDA.,7.3,45299-742,9390,Avenida Brown,63673173231
42.973.939/0001-82,FAIRMAN ME.,1.1,57575-557,8203,,70877024436
18.791.156/0001-01,PURIFOY LTDA.,1.1,43641-967,8183,Vila Knapp,84173493415
01.819.240/0001-85,HOOD ME.,0.0,36467-278,716,Praça Hisaw,12154375536
75.443.996/0001-09,,4.6,56567-709,1953,Sitio Finney,40700751178
58.070.754/0001-06,LABRIE LTDA.,7.5,76201-921,2037,Rua Castro,98582658329
13.121.643/0001-35,WATKINS LTDA.,0.0,70668-760,3614,,88135136865
39.829.586/0001-37,VITO LTDA.,8.6,20981-737,9621,Vila Buchanan,41540951696
52.565.169/0001-92,WEBBER LTDA.,0.0,73565-411,7038,Vila Dugue,95769336875
30.466.897/0001-04,LAW LTDA.,0.0,20870-407,4551,Rodovia Boey,77629245161
28.829.849/0001-91,BURKHALTER SA.,4.7,79276-574,6148,Condomínio Watanabe,42171784513
34.368.732/0001-50,MARTIN SA.,0.0,60503-109,1090,Rodovia Benedix,59178834449
75.343.452/0001-75,ANDERSON SA.,6.3,12446-864,9639,Sitio Pavlosky,37244056204
22.896.496/0001-66,SMITH ME.,7.1,91012-723,0,Vila Figg,97944905161
61.673.048/0001-55,NORRIS LTDA.,9.6,43135-706,3642,Rua Duponte,73253655522
58.028.901/0001-71,HARMON SA.,7.9,61568-665,2924,Vila Shives,59155971764
21.933.602/0001-71,KESSLER SA.,9.8,58324-518,0,Rodovia Wygant,91174979781
92.603.705/0001-11,MARTIN SA.,0.0,74158-221,8023,Avenida Villarreal,85384186555
95.476.710/0001-07,DOYLE LTDA.,0.0,22406-993,7583,Avenida Kirkland,55903336297
39.367.219/0001-69,FAW INC.,5.1,65096-160,6250,Condomínio Warren,18222894538
30.887.400/0001-21,EVANS SA.,2.9,17400-993,3697,Avenida Phipps,82116764780
62.993.641/0001-41,WASHINGTON SA.,5.9,41120-871,4856,Parque Harvey,71233423064
77.342.094/0001-01,MEYER SA.,4.0,99206-483,8882,Praça Hill,97240548794
